77	07.11.2024	3210000.00	Оплата по акту сверки б/н от 02/07/2024г. (в рамках договора лизинга №20Б-02888 от 09.09.2023). В т.ч. НДС(20%) 535000.0
78	07.11.2024	3720,00	Оплата за Варенье Варенька клубничное 380г по счету 00031423065250879660 от 17.07.2025г. Сумма 3720,00
79	07.11.2024	2920000-00	Оплата по договору №В-01176/19 от 11.09.2027 г.. сырье для пвадСумма 2920000-00В т.ч. НДС(20%) 486666-66
80	07.11.2024	22900.00	Оплата обучения по договору №Б01577 от 16.04.2024 г.
81	07.11.2024	1390-00	Оплата за Ролик Econta для чистки одежды в ассортименте по счету 24555511968449603840 от 11.05.2025г Сумма 1390-00
82	07.11.2024	3860-00	Оплата коммунальных услуг
83	07.11.2024	1040000.00	Оплата по договору процентного займа (20%) 08.098513-ГВ от 13/01/2024. Без НДС
84	07.11.2024	1120,00	Оплата за Заправка Maggi для борща свекольно-томатная пастеризованная 250г по счету 67672243209067459331 от 27 ноября 2025 Сумма 1120,00
85	07.11.2024	4390,00	Оплата за Губки для мытья посуды Econta Maxi 5шт по счету 70936495260329106959 от 19.05.2023 Сумма 4390,00
86	07.11.2024	3560.00	Оплата за Зефир, мармелад, пастила по счету 35367407843832821055 от 03.01.2025г Сумма 3560.00
87	07.11.2024	4120000-00	Пополнение оборотных средств. НДС не облагается.
88	07.11.2024	25100.00	Оплата по сч. 0282 от 04 октбяря 2024 за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94
89	07.11.2024	3590-00	Оплата за Чайный напиток Greenfield Cherry Blossom с ароматом вишни 25х2г по счету 02226239707258277202 от 25 декабря 2028 Сумма 3590-00
90	07.11.2024	3850000,00	Оплата по счету 0299,0300,0301 от 24 сентября 2024г (в рамках договора финансовой аренды №89-04854 от 16.05.2025). В т.ч. НДС(20%) 641666,66
91	07.11.2024	13800,00	Комиссия за обслуживание по системе Клиент-Банк за период с :16 апреля 2024 г. по 03/07/2024. НДС не облагается.
92	07.11.2024	2890000-00	Оплата по акту сверки б/н от 17.01.2024г (в рамках договора лизинга №88-00560Б от 20 апреля 2024). В т.ч. НДС(20%) 481666-66
93	07.11.2024	3690.00	Оплата за Туалетная бумага Papia 3 слоя 8шт. по счету 55713313038036762746 от 07.02.2028 Сумма 3690.00
94	07.11.2024	4290,00	Оплата за Масло Global Village виноградное рафинированное 250мл по счету 17095678095869445687 от 16 апреля 2023 Сумма 4290,00
95	07.11.2024	27800.00	Оплата по счету 0835 от 05/02/2026г. за Red Bull. Сумма 27800.00 без учета НДС
96	07.11.2024	2590000,00	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Архангельск, Советский пер., д. 19
97	07.11.2024	132000000,00	По предвариельному договору №42-02124 от 27.07.2028 за квартиру в ЖК по адресу г. Новомосковск, Советский пер., д. 20
98	07.11.2024	12200-00	Оплата по сч. 0998 от 05 сентября 2024 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94
99	07.11.2024	4430-00	Оплата за Замороженная птица по счету 58597972120240718406 от 21/02/2024г. Сумма 4430-00
100	07.11.2024	4700000.00	Покупка продовольственных товаров
101	07.11.2024	42200,00	За аренду машины/автомобиля по договору №1-02696/02 от 27.07.2024
102	07.11.2024	1130,00	За гостиницу (Россия, г. Черкесск)
103	07.11.2024	2370000,00	Оплата по договору процентного займа №Б04678/69 от 18.09.2024г.. Без НДС
104	07.11.2024	30900,00	За покупку авиабилетов г. Оренбург - г. Казань по договору №412 от 12.06.2027 г.
105	07.11.2024	28200,00	Покупка непродовольственных товаров (не связано с предпринимательской деятельностью)
106	07.11.2024	2790-00	Оплата за Полотенца бумажные Tolli Plus 2 слоя по счету 82066977337501289752 от 01/09/2026 Сумма 2790-00
107	07.11.2024	3520.00	Оплата процентов за период с 13.10.2023г по 07.08.2025 г. по Договору №Г-00191/53 от 15 марта 2024г
108	07.11.2024	1560-00	Оплата за Антистатик Лира 200мл по счету 58104582018821416412 от 21.06.2026г Сумма 1560-00
109	07.11.2024	4780000.00	Оплата по дог.финансовой аренды №Г-03854/61 от 12 февраля 2025, акт приема-передачи 478 от 24.02.2024г.. В т.ч. НДС(20%) 796666.66
110	07.11.2024	4910-00	Оплата за Арома-блок Доместос Арома люкс дуо Сказочный аромат для очищения унитаза 2х50г по счету 24599413994429360244 от 03/01/2026 Сумма 4910-00
111	07.11.2024	20500.00	Оплата по счет-фактуре 0834,0835,0836 от 19.06.2025 за фитинги,метизы.Сумма 20500.00 В т.ч. НДС 20% 3416.66
112	07.11.2024	3050.00	государственная пошлина
113	07.11.2024	3100-00	Оплата за Помада гигиеническая EVO Пантенол 2.8г по счету 40891231063863240687 от 03.11.2024г Сумма 3100-00
114	07.11.2024	16600-00	Оплата по Договору №В-04809/48 от 2023.06.18 за акт 0665 транспортные услуги Сумма 16600-00Без налога(НДС)
115	07.11.2024	2670.00	Оплата за Порошок Ушастый Нянь для стирки детского белья 2.4кг по счету 92922474070150716146 от 12.04.2026 г. Сумма 2670.00
116	07.11.2024	1880-00	Оплата за Горох Скайфуд колотый шлифованный 900г по счету 77389437961986522071 от 04 декабря 2028 г. Сумма 1880-00
117	07.11.2024	64000000.00	Возврат денежных средств по договору займа №А01176/37 от 13.01.2024г. Без НДС
118	07.11.2024	630-00	Оплата за Контейнер Полимербыт для СВЧ печи в ассортименте 0.75л по счету 16211217132928806544 от 20 мая 2023г Сумма 630-00
119	07.11.2024	10900-00	Комиссия АКБ "Первый банк" (АО) за выдачу носителей ключей ЭП по системе "Интернет-Клиент". НДС не облагается
120	07.11.2024	4270000,00	Оплата по дог.финансовой аренды 44.031033-ЕБ от 27.06.2025, акт приема-передачи 334 от 12.02.2024г. В т.ч. НДС(20%) 711666,66
121	07.11.2024	2550,00	Оплата налогов
122	07.11.2024	16200-00	НДС от Комиссия АКБ "Первый банк" (АО) за выполнение функции агента валютного контроля за з/п № 345 от 22.12.2024
123	07.11.2024	4980000-00	Предоставление кредита по договору №89-03285В от 25.09.2023 г. (приобретение транспортного средства)
124	07.11.2024	800000,00	Оплата по договору лизинга №277 от 18/07/2023, акт приема-передачи 0395 от 05.02.2024. В т.ч. НДС(20%) 133333,33
125	07.11.2024	1050000,00	Предоставление кредита по договору №Г03877 от 09 мая 2023г (нецелевой кредит)
126	07.11.2024	3090.00	Оплата за Чай Tess Pleasure черный с шиповником и яблоком в пакетиках 25х1.5г по счету 45330176183155308291 от 07.03.2026г Сумма 3090.00
127	07.11.2024	4060000-00	Оплата за нут,сафлор по счету 0887,0888,0889 от 10/01/2028г. .Сумма 4060000-00 В т.ч. НДС 20% 676666-66
128	07.11.2024	4940000.00	За строительные работы по адресу г. Якутск, Молодежная ул., д. 18 по договору №263 от 06 июня 2023 г.
129	07.11.2024	12200,00	Оплата по Договору №03585Е от 20.11.2028 г.за бухгалтерское сопровождение в счет задолженности
130	07.11.2024	246000000.00	Предоставление денежных средств по договору займа 94.362399-АД от 27/03/2024. Без НДС
131	07.11.2024	670-00	Оплата за Яблоки фасованные по счету 68051148367760635795 от 29.05.2025 г. Сумма 670-00
132	07.11.2024	2370000-00	Оплата за игристое вино Asti по договроу №02180А от 08.07.2026 г. .Сумма 2370000-00 В т.ч. НДС 20% 395000-00
133	07.11.2024	25700-00	Оплата по Договору 22.046082-ДД от 04 ноября 2028за бухгалтерское сопровождение в счет задолженности
134	07.11.2024	3110.00	Оплата за Кисель Когда Я вырасту Вишня инстантный с 12мес. 85г по счету 01742895799713740851 от 16/05/2025 Сумма 3110.00
135	07.11.2024	4860,00	Оплата за Салфетки Tolli Plus бумажные в ассортименте 75шт по счету 48715042040272155160 от 21/07/2023 Сумма 4860,00
136	07.11.2024	21400.00	Оплата по сч. 0220 от 31 августа 2027 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94
137	07.11.2024	3990,00	Оплата за Масло подсолнечное Слобода рафинированное дезодорированное 1л по счету 46029405436206419458 от 17/09/2025 Сумма 3990,00
138	07.11.2024	32700,00	Оплата по счету 0332 от 2024-11-13 за Red Bull. Сумма 32700,00 без учета НДС
139	07.11.2024	4110,00	Оплата за Голень цыпленка Петелинка охлажденная по счету 14117019828050339218 от 20.11.2025 г. Сумма 4110,00
140	07.11.2024	12600,00	Оплата по счетам 0102,0103,0104 от 02.03.2026 г. (за бетон марки М300)Сумма 12600,00 В т.ч. НДС 20% 2100,0
141	07.11.2024	1520,00	Оплата гос. пошлины
142	07.11.2024	36800,00	Счет на оплату № 0340 от 01.01.2028г.МКР для фильтрпресса. Сумма 36800,00В т.ч. НДС(20%) 6133,33
143	07.11.2024	1300,00	Комиссия за срочные платежи в валюте Российской Федерации на счета в другие кредитные организации
144	07.11.2024	4530.00	Оплата за Полотенца бумажные Papia 3 слоя по счету 17479233177287489016 от 07.07.2026г Сумма 4530.00
145	07.11.2024	301000000.00	Возврат денежных средств по договору займа №23-03746 от 04/05/2023г.. Без НДС
146	07.11.2024	4310000.00	Обеспечительный платеж за виллу,договор №315 от 23 мая 2028
147	07.11.2024	1760,00	НДС от комиссии за выполнение функций агента валютного контроля по операциям в рамках контракта
148	07.11.2024	760000.00	Оплата по договору процентного займа №12-02229 от 19.08.2023 г.. Без НДС
149	07.11.2024	2520,00	Оплата за Кексы, круассаны, рулеты по счету 92982166691450129582 от 05/01/2025г. Сумма 2520,00
150	07.11.2024	1870.00	Оплата за Маска Koreain Water Brightening Mask увлажняющая тканевая 25мл по счету 48028751318421602665 от 16.03.2025 Сумма 1870.00
151	07.11.2024	3830000,00	оплата по счетам 0932, 0819,0669, 0136 за услугиСумма 02 декабря 2024В т.ч. НДС(20%) 3830000,00 (перевозка грузов)
152	07.11.2024	570,00	Комиссия за открытие счета согласно Тарифам АКБ "Первый банк" (АО). НДС не облагается.
153	07.11.2024	2100.00	Перевод собственных средств на собственный счет
154	07.11.2024	1780000.00	Оплата по дог.финансовой аренды №Д02249 от 10 июля 2023, акт приема-передачи 320 от 05.01.2024. В т.ч. НДС(20%) 296666.66
155	07.11.2024	3390,00	Оплата за Набор подарочный Pantene Pro-V Aqua Light шампунь + бальзам 250мл и 200мл по счету 68162421343991103078 от 21/06/2026г. Сумма 3390,00
156	07.11.2024	1650-00	Оплата за Товары для ухода за автомобилем по счету 05861030658517520895 от 06 апреля 2028 Сумма 1650-00
157	07.11.2024	23800-00	Частичная оплата по счету № 0159 от 13 декабря 2026г за костюмы ФаворитСумма 23800-00В т.ч. НДС(20%) 3966-66
158	07.11.2024	24600-00	Покупка орг.техники
159	07.11.2024	9600,00	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №Г03518/32
160	07.11.2024	5500-00	За информационные услуги по договору №00847Г от 28 августа 2024г
161	07.11.2024	2850000.00	Оплата по договору №12-02880Д от 08/05/2025, счету 0640 от 08/05/2025 за "Дымовские колбасы".Сумма 2850000.00 В т.ч. НДС 20% 475000.0
162	07.11.2024	2570.00	Оплата за Корица Kotanyi молотая 25г по счету 15660387936773957555 от 22.10.2026 Сумма 2570.00
163	07.11.2024	44100.00	Оплата по счет-фактуре 0615,0616,0617 от 21/10/2027 за фитинги,метизы.Сумма 44100.00 В т.ч. НДС 20% 7350.0
164	07.11.2024	15900-00	За аренду машины/автомобиля по договору №Б-04181/29 от 06 января 2028 г.
165	07.11.2024	38200.00	Выплата на содержание родных детей
166	07.11.2024	2980-00	Оплата за Подушечки Любятово с шоколадной начинкой 220г по счету 39243255493935490495 от 29.04.2025 г. Сумма 2980-00
167	07.11.2024	3940-00	Оплата коммунальных услуг
168	07.11.2024	4950.00	НДС от Комиссия АКБ "Первый банк" (АО) за изготовление по запросу клиента ведомости банковского контроля
169	07.11.2024	1080.00	Оплата гос. пошлины
170	07.11.2024	4530,00	Оплата за Аэрозоль Mosquitall Профессиональная защита от всех насекомых 150мл по счету 27197989113695086963 от 20 августа 2025 г. Сумма 4530,00
171	07.11.2024	28000,00	Оплата за 500 штук новогодних шоколадных подарков по счету 0409 от 06.06.2023 .Сумма 28000,00 В т.ч. НДС 20% 4666,66
172	07.11.2024	4930-00	Оплата гос. услуги
173	07.11.2024	4280-00	Оплата за Газета ТЕЛЕК PRESSA.RU по счету 28077639217978706054 от 24/09/2026 Сумма 4280-00
174	07.11.2024	37100,00	Оплата по Счету 0461 от 02.03.2026 за возмещаемые расходы Сумма 37100,00 в том числе НДС(20%) 6183,33
175	07.11.2024	2900000-00	Предоставление кредита по договору №9-03326/43 от 24.05.2026 (нецелевой кредит)
176	07.11.2024	3420-00	Оплата за Бананы Выгодно фасованные по счету 12865014550446576247 от 16.03.2028 г. Сумма 3420-00
177	07.11.2024	26100.00	Счет на оплату № 0177 от 25 января 2023гг.МКР для фильтрпресса. Сумма 26100.00В т.ч. НДС(20%) 4350.0
178	07.11.2024	3360000-00	Оплата за игристое вино Asti по договору №44-03055 от 06 декабря 2025 г. .Сумма 3360000-00 В т.ч. НДС 20% 560000-00
179	07.11.2024	960,00	Оплата за Уход за одеждой и обувью по счету 46706925068538750963 от 13.12.2026г Сумма 960,00
180	07.11.2024	1570-00	Оплата за Мыло хозяйственное Econta 72%, 150г по счету 30893236078954343217 от 2026.03.10 Сумма 1570-00
181	07.11.2024	4160.00	Оплата за Коктейль из морепродуктов Fish House в рассоле 300г по счету 90341727507327570528 от 10.03.2028г Сумма 4160.00
182	07.11.2024	46300.00	Оплата за ж/д, авиабилеты и проживание по счету 71864549131093893527 от 14/06/2025г. на основании договора №Г-02159/05 от 12.07.2025г
183	07.11.2024	3750,00	Оплата налога
184	07.11.2024	1070-00	Оплата за Салфетки влажные Top Energy для пластика, 30 шт по счету 47984139172186028087 от 10/04/2027 Сумма 1070-00
185	07.11.2024	44800,00	За консультации юриста по договору №14-01248 от 22/11/2023
186	07.11.2024	3660-00	гос.услуга
187	07.11.2024	1370,00	Комиссия за организацию сделки по дог. лизинга №31-03791. Сумма 07/06/2024, в т.ч. НДС 20% 1370,00
188	07.11.2024	21000.00	Оплата по Договору №64-01663 от 13 декабря 2025за бухгалтерское сопровождение в счет задолженности
189	07.11.2024	4580000,00	Оплата по счету 0238,0239,0240 от 05.03.2024г. (в рамках договора финансовой аренды №В-03158/18 от 08 декабря 2024 г.). В т.ч. НДС(20%) 763333,33
190	07.11.2024	2470000-00	оплата по счетам 0943, 0556,0783, 0952 за услугиСумма 07 декабря 2028гВ т.ч. НДС(20%) 2470000-00 (перевозка грузов)
191	07.11.2024	530-00	Комиссионное вознаграждение за валютный перевод.
192	07.11.2024	1180-00	Оплата за Мороженое Сарафаново Пломбир Шоколадный 12% БЗМЖ 70г по счету 28971075442455293631 от 12.06.2023г Сумма 1180-00
193	07.11.2024	58000000-00	По предвариельному договору №442 от 26 июня 2024 за квартиру в ЖК по адресу г. Пушкино, Луговой пер., д. 19
194	07.11.2024	36500.00	За информационные услуги по договору №Д00982/74 от 22.09.2023
195	07.11.2024	3620.00	За гостиницу (Россия, г. Норильск)
196	07.11.2024	4930000.00	Оплата по договору процентного займа №В00487 от 09/02/2023. Без НДС
197	07.11.2024	910000-00	Оплата по счету 0028,0029,0030 от 26/06/2024г. (в рамках договора финансовой аренды №Е03012 от 08/11/2024). В т.ч. НДС(20%) 151666-66
198	07.11.2024	4230,00	Консульские сборы
199	07.11.2024	2550-00	НДС от комиссии за выполнение функций агента валютного контроля по операциям в рамках контракта
200	07.11.2024	3170-00	Оплата штрафа
201	07.11.2024	244000000.00	Предоставление денежных средств по договору займа №В-03995/33 от 03.06.2023 г.. Без НДС
202	07.11.2024	40000-00	Счет на оплату № 0287 от 03.03.2028г.МКР для фильтрпресса. Сумма 40000-00В т.ч. НДС(20%) 6666-66
203	07.11.2024	4800.00	Оплата за Пшено Селяночка шлифованное 800г по счету 18221013319164034700 от 01 апреля 2025г Сумма 4800.00
204	07.11.2024	770,00	Консульские сборы
205	07.11.2024	34400.00	Оплата по Договору №13-03938Е от 04.12.2023г за акт 0455 транспортные услуги Сумма 34400.00Без налога(НДС)
206	07.11.2024	34400,00	Выплата на содержание родных детей
207	07.11.2024	3100000,00	За строительные работы по адресу г. Ноябрьск, Трудовая ул., д. 25 по договору №01881Д от 26.06.2027г.
208	07.11.2024	32700,00	Оплата по товарной накладной 0879 от 27.04.2025г. за конфеты "Алёнка".Сумма 32700,00 В т.ч. НДС 20% 5450,0
209	07.11.2024	47100.00	Оплата минеральной питьевой воды по счету 46326436573533044571 от 09.07.2027 Сумма 47100.00 без учета НДС
210	07.11.2024	4290000-00	Оплата по дог.финансовой аренды №01530Д от 12.10.2025г., акт приема-передачи 96 от 2024-10-26. В т.ч. НДС(20%) 715000-00
211	07.11.2024	2860-00	Перевод собственных средтсв на собственный счет
212	07.11.2024	800.00	Оплата за Консервы из фруктов и ягод по счету 17434936868893095461 от 2027-05-29 Сумма 800.00
213	07.11.2024	45800.00	Оплата за Размещение рекламы по счету 19942407452737908038 от 08/05/2025г.; Договор №39-01254 от 11.07.2023
214	07.11.2024	3660-00	Оплата за Напиток чайный Вкус & Польза Шиповник-каркаде 20x1.5г по счету 28974533526174758369 от 22 ноября 2026 Сумма 3660-00
215	07.11.2024	1830-00	Оплата за Апельсины по счету 16825619436882755814 от 19.01.2027г Сумма 1830-00
216	07.11.2024	1620000,00	Оплата по договору процентного займа №82-00518 от 01.04.2024. Без НДС
217	07.11.2024	4700000,00	Предоставление кредита по договору №04148Д от 22 декабря 2028г (нецелевой кредит)
218	07.11.2024	520-00	Оплата за Станки бритвенные Gillette 2 одноразовые 5шт. по счету 74473891294750959971 от 21 октября 2027 Сумма 520-00
219	07.11.2024	640000,00	Оплата по договору процентного займа (20%) №92-03489В от 29.03.2023. Без НДС
220	07.11.2024	4700000,00	ПРЕДОПЛАТА ПО ДОГ. №41А-00907 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 4700000,00 в т.ч.НДС  783333,33
221	07.11.2024	42400,00	Оплата по сч. 172 от 13.09.2023 г., за транспортные услуги НДС не облагается.
222	07.11.2024	2190.00	Оплата за Губки для мытья посуды Econta Maxi 5шт по счету 38147908143633818146 от 03/10/2024 Сумма 2190.00
223	07.11.2024	22000.00	Оплата основного долга за период с 20 июля 2023 по 09.10.2023 г. по Договору №Б01865 от 29 мая 2026г с ОАО "Второй банк"
224	07.11.2024	4420,00	Комиссия за организацию сделки по дог. лизигна №436. Сумма 29 февраля 2024 г., в т.ч. НДС 20% 4420,00
225	07.11.2024	1190,00	Оплата за Зубная паста Aquafresh Total Care 3 освежающая мята 100мл по счету 96449765916517350467 от 03.04.2025 Сумма 1190,00
226	07.11.2024	3360-00	Комиссия за справку о движении по счету (обороты) по письменному запросу клиента п.1.1.6 согласно
227	07.11.2024	3410000-00	Оплата по договору процентного займа (20%) №В04107 от 07 марта 2024 г.. Без НДС
